kingdom,type,language,license,rightsHolder,datasetID,institutionCode,datasetName,basisOfRecord,occurrenceID,recordedBy,individualCount,occurrenceStatus,eventDate,samplingProtocol,countryCode,locality,decimalLatitude,decimalLongitude,minimumElevationInMeters,maximumElevationInMeters,verbatimElevation,locationRemarks,geodeticDatum,previousIdentifications,taxonRank,nomenclaturalCode
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:72,Slaveya Stoicheva | Stanimira Deleva | Apostol Karaganchev,1,present,2012-09-11,capturing,BG,Abandoned building,41.81462,23.90619,1266,1266,1266,building,WGS84,Plecotus auritus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:73,Slaveya Stoicheva | Stanimira Deleva | Apostol Karaganchev,1,present,2012-09-11,capturing,BG,Abandoned building,41.81462,23.90619,1266,1266,1266,building,WGS84,Plecotus auritus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:74,Elena Stoeva | Lyubomir Yankov | NA,1,present,2011-08-15,roost observation,BG,Abandoned building,42.69811,26.6482, , , ,building,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:75,Krasimir Kirov | NA | NA,7,present,2012-09-16,roost observation,BG,Abandoned building,42.99148,25.51512,231,231,231,building,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:76,NA | NA | NA,1,present,1998-06-17,roost observation,BG,Abandoned building,41.421115,26.051072,0,0,0,building,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:77,Antonia Hubancheva | Nia Toshkova | Sava Karov,30,present,2012-06-23,roost observation,BG,Abandoned building,42.23231,23.9672,390,390,390,building,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:78,Rumyana Metcheva | Yordan Yankov | Sava Karov,4,present,2012-07-27,roost observation,BG,Abandoned building,43.01553,24.50757,530,530,530,building,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:79,Rumyana Metcheva | Yordan Yankov | Sava Karov,11,present,2012-07-27,roost observation,BG,Abandoned building,43.01553,24.50757,530,530,530,building,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:80,Boyan Petrov | Nia Toshkova | NA,14,present,2011-08-01,capturing,BG,Abandoned building,43.13469,26.80866,124,124,124,building,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:81,Boyan Petrov | Nia Toshkova | NA,1,present,2011-08-01,roost observation,BG,Abandoned building,43.13469,26.80866,124,124,124,building,WGS84,Myotis emarginatus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:82,Boyan Petrov | Nia Toshkova | NA,1,present,2011-08-01,roost observation,BG,Abandoned building,43.13469,26.80866,124,124,124,building,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:83,Antonia Hubancheva | Ivailo Boyadzhiev | NA,10,present,2012-07-21,roost observation,BG,Abandoned building,42.14259,22.97436,698,698,698,building,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:84,Krasimir Kirov | NA | NA,1,present,2012-10-17,roost observation,BG,Abandoned building,43.877917,27.222927,250,250,250,building,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:85,Krasimir Kirov | Teodor Atanasov | Veselin Petrov,1,present,2012-08-18,capturing,BG,Abandoned building,44.03489,26.51732,16,16,16,building,WGS84,Pipistrellus nathusii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:86,Krasimir Kirov | Teodor Atanasov | Veselin Petrov,1,present,2012-08-18,capturing,BG,Abandoned building,44.03489,26.51732,16,16,16,building,WGS84,Pipistrellus nathusii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:87,Krasimir Kirov | Teodor Atanasov | Veselin Petrov,1,present,2012-08-18,capturing,BG,Abandoned building,44.03489,26.51732,16,16,16,building,WGS84,Pipistrellus nathusii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:88,Krasimir Kirov | Teodor Atanasov | Veselin Petrov,1,present,2012-08-18,capturing,BG,Abandoned building,44.03489,26.51732,16,16,16,building,WGS84,Plecotus austriacus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:89,Krasimir Kirov | Teodor Atanasov | Veselin Petrov,1,present,2012-08-18,capturing,BG,Abandoned building,44.03489,26.51732,16,16,16,building,WGS84,Pipistrellus nathusii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:90,Krasimir Kirov | Teodor Atanasov | Veselin Petrov,1,present,2012-08-18,capturing,BG,Abandoned building,44.03489,26.51732,16,16,16,building,WGS84,Plecotus austriacus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:91,Krasimir Kirov | Teodor Atanasov | Veselin Petrov,1,present,2012-08-18,capturing,BG,Abandoned building,44.03489,26.51732,16,16,16,building,WGS84,Pipistrellus nathusii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:92,Krasimir Kirov | NA | NA,1,present,2012-09-18,roost observation,BG,Abandoned building,43.20299,26.18538,422,422,422,building,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:93,Krasimir Kirov | NA | NA,1,present,2012-09-18,roost observation,BG,Abandoned building,43.20299,26.18538,422,422,422,building,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:94,Rumyana Metcheva | Yordan Yankov | NA,18,present,2012-10-02,roost observation,BG,Abandoned building,43.26073,23.03561,492,492,492,building,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:95,Rumyana Metcheva | Yordan Yankov | NA,7,present,2012-10-02,roost observation,BG,Abandoned building,43.24224,22.96209,590,590,590,building,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:96,Rumyana Metcheva | Yordan Yankov | NA,1,present,2012-10-02,roost observation,BG,Abandoned building,43.24224,22.96209,590,590,590,building,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:97,Rumyana Metcheva | Yordan Yankov | NA,3,present,2012-10-02,roost observation,BG,Abandoned building,43.2425,22.96184,586,586,586,building,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:98,Slaveya Stoicheva | Stanimira Deleva | Anelia Pavlova,1,present,2012-06-07,roost observation,BG,Abandoned building,41.47864,25.9484,505,505,505,building,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:99,Stanimira Deleva | Atanas Dechev | Steven Mumford,1,present, ,roost observation,BG,Abandoned building,41.869087,25.285507,491,491,491,Abandoned building,WGS84,Myotis myotis/blythii,genus,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:100,Stanimira Deleva | Atanas Dechev | Steven Mumford,1,present, ,roost observation,BG,Abandoned building,41.869087,25.285507,491,491,491,Abandoned building,WGS84,Plecotus austriacus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:101,Stanimira Deleva | Atanas Dechev | Steven Mumford,2,present, ,roost observation,BG,Abandoned building,41.869087,25.285507,491,491,491,Abandoned building,WGS84,Myotis myotis/blythii,genus,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:102,Stanimira Deleva | Atanas Dechev | Steven Mumford,1,present, ,roost observation,BG,Abandoned building,41.869087,25.285507,491,491,491,Abandoned building,WGS84,Myotis myotis/blythii,genus,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:103,Stanimira Deleva | Atanas Dechev | Steven Mumford,1,present, ,roost observation,BG,Abandoned building,41.869087,25.285507,491,491,491,Abandoned building,WGS84,Myotis myotis/blythii,genus,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:104,Stanimira Deleva | Atanas Dechev | Steven Mumford,1,present, ,roost observation,BG,Abandoned building,41.869087,25.285507,491,491,491,Abandoned building,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:105,Stanimira Deleva | Atanas Dechev | Steven Mumford,1,present, ,roost observation,BG,Abandoned building,41.869087,25.285507,491,491,491,Abandoned building,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:106,Elena Stoeva | NA | NA,1,present,2011-09-27,roost observation,BG,Abandoned building - by the r. Yantra,42.77133,25.40925,741,741,741,building,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:107,Antonia Hubancheva | Nia Toshkova | Blagovesta Pavlova,1,present,2012-09-28,roost observation,BG,"Abandoned building ""Pri Bai Ivan""",42.78467,26.53358,392,392,392,building,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:108,Antonia Hubancheva | Nia Toshkova | Blagovesta Pavlova,1,present,2012-09-28,roost observation,BG,"Abandoned building ""Pri Bai Ivan""",42.78467,26.53358,392,392,392,building,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:109,Slaveya Stoicheva | NA | NA,1,present,2012-08-13,capturing,BG,Abandoned building (former bath/pumping station),42.38002,25.19709,293,293,293,building,WGS84,Barbastella barbastellus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:110,Boyan Petrov | Nia Toshkova | Violeta Zhelyazkova,1,present,2012-06-07,capturing,BG,Abandoned building 1,42.49367,22.74971,583,583,583,building,WGS84,Myotis cf aurascens,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:111,Antonia Hubancheva | Nia Toshkova | NA,50,present,2012-08-08,roost observation,BG,Abandoned building above the base of the BRC,42.595,23.50604, , , ,building,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:112,Stoyan Goranov | Violeta Zhelyazkova | NA,1,present,2012-06-05,roost observation,BG,Abandoned building around ''Bojuritsa'' hut,43.8862,22.74861,92,92,92,building,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:113,Stoyan Goranov | Violeta Zhelyazkova | NA,3,present,2012-06-05,roost observation,BG,Abandoned building around ''Bojuritsa'' hut,43.8862,22.74861,92,92,92,building,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:114,Antonia Hubancheva | Violeta Zhelyazkova | NA,20,present,2012-07-02,roost observation,BG,Abandoned building at GS Kostenets,42.25005,23.80567,822,822,822,building,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:115,Boyan Petrov | Nia Toshkova | NA,30,present,2012-09-06,roost observation,BG,Abandoned building at Mechkul village,42.65669,23.23027,750,750,750,building,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:116,Boyan Petrov | Nia Toshkova | Vasil Karayonchev,1,present,2011-08-31,roost observation,BG,Abandoned building at Military plant Videx,43.44835,22.72661,620,620,620,building,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:117,Slaveya Stoicheva | Aneliya Pavlova | NA,1,present,2011-09-14,capturing,BG,Abandoned building at the crossroads to the village of Breze,41.70243,24.50304,905,905,905,building,WGS84,Hypsugo savii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:118,Slaveya Stoicheva | Aneliya Pavlova | NA,1,present,2011-09-14,capturing,BG,Abandoned building at the crossroads to the village of Breze,41.70243,24.50304,905,905,905,building,WGS84,Hypsugo savii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:119,Slaveya Stoicheva | Aneliya Pavlova | NA,1,present,2011-09-14,capturing,BG,Abandoned building at the crossroads to the village of Breze,41.70243,24.50304,905,905,905,building,WGS84,Hypsugo savii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:120,Slaveya Stoicheva | Aneliya Pavlova | NA,1,present,2011-09-14,capturing,BG,Abandoned building at the crossroads to the village of Breze,41.70243,24.50304,905,905,905,building,WGS84,Myotis blythii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:121,Slaveya Stoicheva | Aneliya Pavlova | NA,1,present,2011-09-14,capturing,BG,Abandoned building at the crossroads to the village of Breze,41.70243,24.50304,905,905,905,building,WGS84,Myotis emarginatus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:122,Slaveya Stoicheva | Aneliya Pavlova | NA,1,present,2011-09-14,capturing,BG,Abandoned building at the crossroads to the village of Breze,41.70243,24.50304,905,905,905,building,WGS84,Plecotus auritus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:123,Slaveya Stoicheva | Aneliya Pavlova | NA,1,present,2011-09-14,roost observation,BG,Abandoned building at the crossroads to the village of Breze,41.70243,24.50304,905,905,905,building,WGS84,Hypsugo savii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:124,NA | NA | NA,2,present,2001-05-08,roost observation,BG,Abandoned building at the crossroads to the village of Kolarovo,41.972321,26.00315,0,0,0,building,WGS84,Myotis blythii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:125,NA | NA | NA,2,present,2001-05-08,roost observation,BG,Abandoned building at the crossroads to the village of Kolarovo,41.972321,26.00315,0,0,0,building,WGS84,Pipistrellus nathusii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:126,NA | NA | NA,3,present,2001-05-08,roost observation,BG,Abandoned building at the crossroads to the village of Kolarovo,41.972321,26.00315,0,0,0,building,WGS84,Pipistrellus pipistrellus,sp.,ICZN
